实体名称,中文名,外文名,别名,性别,国籍,民族,祖籍,出生地,出生日期,职业,职务,职称,所属政党,政党,语言,净资产,毕业院校,学历,信仰,主要成就,代表作品,父母,妻子,人物评价,人物影响,对华关系,对华政策,政见,立场,军衔
格利,格利,,,,新西兰,,,,1993年1月15日,,,,,,,,,,,,,,,,,,,,,
梁晓雯,梁晓雯[1] ,,,,,,,,,主持人[1] ,双晓播音创始人[3] ,,,,,,,,,厦门广电集团十佳主持人[1] ,,,,,,,,,,
杨丞琳,杨丞琳,Rainie Yang,丞哥、妈咪、小排,,中国,汉族,,台湾省台北市,1984年6月4日,歌手、演员、主持人,,,,,,,华冈艺术学校,,,,暧昧带我走雨爱年轮说左边展开代表作品暧昧带我走雨爱年轮说左边青春住了谁仰望荼蘼海派甜心恶魔在身边收起,,,"“可爱教主”杨丞琳除去唱歌好听外，俏皮可爱的外表也是大家喜爱她原因之一。


杨丞琳不再演粗制滥造的偶像剧，唱歌技法也与从前大不相同。作为一个拥有忠实观众群的偶像，杨丞琳也随着年龄的增长稳步地选择了适合的路线，这是音乐的奇妙，也是企划和运作的成功。
杨丞琳是台湾第一性感美女（美国《Complex Magazine》男性杂志投票评选结果）。",,,,,,
利尔·纳斯·X,利尔·纳斯·X,Lil Nas X,Montero Lamar Hill(本名),,美国,,,美国佐治亚州亚特兰大,1999年4月9日,说唱歌手,,,,,,,,,,一首歌曲在公告牌百强单曲榜连续夺冠最长的歌手,Old Town Road,,,,,,,,,
陈智思,陈智思,,,,中国,,,香港,1965年1月11,,香港行政会议非官守成员[2] ,,,,,,,,,现任香港行政会议非官守成员,,,,,,,,,,
斯图尔特,克里斯汀·斯图尔特,Kristen Stewart,姬丝汀·史超域、克莉丝汀·史都华、克里斯汀·杰梅斯·斯图尔特,,美国,,,美国加利福尼亚州洛杉矶,1990年4月9日,演员、导演、编剧,,,,,,,,,,第19届青年艺术家奖最佳女配角奖第19届青年艺术家奖最佳新人奖第18届MTV电影奖最佳女演员奖第11届青少年选择奖最佳剧情电影女演员奖第19届MTV电影奖最佳女演员奖展开主要成就第19届青年艺术家奖最佳女配角奖第19届青年艺术家奖最佳新人奖第18届MTV电影奖最佳女演员奖第11届青少年选择奖最佳剧情电影女演员奖第19届MTV电影奖最佳女演员奖第12届青少年选择奖最佳奇幻电影女演员奖第20届MTV电影奖最佳女演员奖第14届青少年选择奖最佳爱情电影女演员第15届青少年选择奖奇幻/科幻类最佳女演员第40届法国凯撒奖最佳女配角奖收起,暮光之城、白雪公主与猎人、战栗空间、锡尔斯玛利亚、不再沉默、荒野生存、比利·林恩的中场战事,,,"克里斯汀·斯图尔特，初见如同看到童话里的美少女，美丽标致，清新迷人，气质随性自然，稍显苍白羸弱，一派文艺气息，而且有点冷，有点酷，有点忧郁，十分有味道。浓妆很惊艳，脸型五官很舒服，眼神迷离深邃，有些造型看起来洒脱，性感，有点帅气，有点摇滚，偶尔古典一下也十分美艳神秘，华丽唯美  。（中国台湾网评）
克里斯汀·斯图尔特的形象、气质与演技都完美诠释出了《暮光之城》这部以迷惘却又决绝的新世纪少女的视角为切入点的青春寓言的神韵 。（《精品购物指南》评）
在电影《不再沉默》中，虽然克里斯汀·斯图尔特的台词不多，但她成功表现出一个高中女生内心的挣扎，将这个敏感脆弱的角色演得颇具说服力，让观众看到了她驾驭文艺电影的能力，也让更多导演发现了她身上的文艺女青年气质  。（《中国文化报》评）",,,,,,
突尼斯,突尼斯共和国[1] ,The Republic of Tunisia[1] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
范冰冰,范冰冰,Fan Bingbing,范爷、冰冰、国际范,,中国,汉族,,山东青岛,1981年9月16日,演员、歌手,,,,,,,上海师范大学谢晋影视艺术学院,,,获得两届国际A类电影节最佳女演员第23届东京国际电影节最佳女演员[13] 第64届圣塞巴斯蒂安国际电影节最佳女演员[14] 第04届欧亚国际电影节最佳女演员[15] 第31届中国电影金鸡奖最佳女主角[10] 展开主要成就获得两届国际A类电影节最佳女演员第23届东京国际电影节最佳女演员[13] 第64届圣塞巴斯蒂安国际电影节最佳女演员[14] 第04届欧亚国际电影节最佳女演员[15] 第31届中国电影金鸡奖最佳女主角[10] 第27届大众电影百花奖最佳女主角第44届台湾电影金马奖最佳女配角第08届中国电影导演协会最佳女主角第11届亚洲电影大奖最佳女主角第18届北京大学生电影节最佳女演员第09届华鼎奖中国电影最佳女主角担任第24届东京国际电影节主单元评委[16] 担任第70届戛纳国际电影节主单元评委三届大众电影百花奖最佳女主角提名第53届台湾电影金马奖最佳女主角提名第12届香港电影金紫荆奖最佳女主角提名第29届香港电影金像奖最佳女配角提名第24届中国电影金鸡奖最佳女配角提名第01届柏林华语电影节最佳女演员第01届金色银幕奖最佳女配角担任奥斯卡金像奖终身评委好莱坞报道年度最佳国际艺人奖中国原创音乐流行榜年度最佳新人[17] 蝉联五年福布斯中国名人榜榜首等收起,观音山、我不是潘金莲、二次曝光、苹果、手机、赵氏孤儿、武媚娘传奇、还珠格格等,,,"范冰冰因金锁一角大红以来，虽接演过不少影视剧，获得过各类大奖。但人们往往更愿意谈论她红毯上惊艳的身影和似是而非的绯闻。出众的容貌让众多导演看到了她，可塑性强让她备受时尚杂志青睐。美貌为她带来了机遇，也因此备受争议，面对扑面而来的质疑，她在用自己的努力证明自己是个有实力的“花瓶” （搜狐评）。
范冰冰性格豪爽，乐观开朗，被戏称为“范爷”。但其实她生活里搜集洋娃娃、热爱粉红色、去影院只看动画片。她有很敏锐的观察力，可以体验到别人的、环境的需求，这是她与生俱来的天赋（穆晓光评）。同时，她也积极投身于慈善事业，关注留守儿童，资助残疾少年，让他们也有学上，有衣服穿   （腾讯评）。",,,,,,
毛孟静,毛孟静,,,,中国,,,,,,,,,,,,,,,,,,,,,,,,,
"
曾国卫",,曾国卫,,,中国,,,,,,,,,,,,香港中文大学,,,,,,,,,,,,,
"
卢伟聪",卢伟聪,"LO Wai-chung, Stephen",,,中国,,,香港,1961年11月19日,,,,,,,,香港大学,,,,,,,,,,,,,
"
夏宝龙",,夏宝龙,,,中国,汉族,,天津市,19329,,,,,,,,北京大学,,,,,,,,,,,,,
"
张晓明",,张晓明,,,中国,汉族,,江苏泰兴,23255,,,,,,,,中国人民大学,,,,,,,,,,,,,
"
郑雁雄",,郑雁雄,,,中国,汉族,,,23224,,,,,,,,中山大学,,,,,,,,,,,,,
辛弃疾,,,辛忠敏,,,,,山东东路济南府历城县,1140年5月28日,,,,,,,,,,,"豪放派词人的代表,开拓了词的思想意境讨平起义,创设飞虎军",,,,"蔡光：子之诗则未也；当以词名家。（《怀古录》引）
陆游：大材小用古所叹，管仲萧何实流亚。  （《送辛幼安殿撰造朝》）
陈亮：眼光有梭，足以照映一世之豪。背胛有负，足以荷载四国之重。出其毫末，翻然震动，不知须鬓之既斑，庶几胆力无恐。呼而来，麾而去，无所逃天地之间；挠弗浊，澄弗清，岂自为将相之种。故曰：真鼠枉用，真虎可以不用，而用也者所以为天宠也。 （《辛疾弃画像赞》）
刘宰：命世大才，济时远略。挺特中流之砥柱，清明寒露之玉壶。十载倦游，饱看带湖之风月；一麾出镇，迥临越峤之烟霞。上方为克复神州之图，公雅有誓清中原之志。   （《上安抚辛待制》）
 
辛弃疾隐居生活 
刘克庄：公所作，大声鞺鞳，小声铿鍧，横绝六合，扫空万古，自有苍生以来所无。其秾纤绵密者，亦不在小晏、秦郎之下。 （《辛稼轩集序》）
徐元杰：摩空节气，贯日忠诚。绅绶动色，草木知名。《阳春白雪》，世所共珍。秋水瓢泉，清哉斯人。 （《稼轩辛公赞》）
谢枋得：以此比来，忠义第一人，生不得行其志，没无一人明其心。全躯保妻子之臣，乘时抵瞒之辈，乃苟富贵者，资天下之疑，此朝廷一大过，天地间一大冤，志士仁人所深悲至痛也。公精忠大义，不在张忠献、岳武穆下。一少年书生，不忘本朝，痛二圣之不归，闵八陵之不祀，哀中原子民之不行王化，结豪杰，志斩虏馘，挈中原还君父，公之志亦大矣。耿京死，公家比者无位，犹能擒张安国，归之京师，有人心天理者，闻此事莫不流涕。使公生于艺祖、太宗时，必旬日取宰相。入仕五十年，在朝不过老从官，在外不过江南一连帅。公没，西北忠义始绝望，大雠必不复，大耻必不雪，国势远在东晋下。五十年为宰相者，皆不明君臣之大义，无责焉耳。 [27]  （《宋辛稼轩先生墓记》）
刘辰翁：自辛稼轩前，用一语如此者，必且掩口。及稼轩，横竖烂熳，乃如禅宗棒喝，头头皆是：又如悲笳万鼓，平生不平事并巵酒，但觉宾主酣畅，谈不暇顾。词至此亦足矣。 [24]  （《辛稼轩词序》）
袁桷：妖雏殂江，八方沸腾。手提模糊，仗义南兴。闽越荆湘，是镇是绳。智名勇功，蔑如浮云。䜛屡尼之，耳若不闻。声裂金石，湛厥心君。运有南北，孰言一之。时有未完，矢词窒之。卒全其归，莫能踬之。带湖维居，乔木郁新。目光背甲，佩兮振振。审象式瞻，宛其不泯。 （《辛稼轩画像赞》）
脱脱：古之君子，出处不齐，同归于是而已。辛弃疾知大义而归宋。  （《宋史》）
爱新觉罗·玄烨：君子观弃疾之事，不可谓宋无人矣，特患高宗不能驾驭之耳。使其得周宣王、汉光武，其功业悉止是哉！（《御批通鉴纲目》）
李慈铭：稼轩以附会开禧用兵，稍损名节，然其拔贼自归，固无日不枕戈思效，即此四十六字，满腔忠愤，幡际天地间，如闻三呼渡河声矣。（《越缦堂读书记》）
钱基博：①抚时感事，慨当以慷，其源出于苏轼，而异军突起。苏轼抗首高歌，以诗之歌行为词；弃疾则横放杰出，直以文之议论为词。苏轼之词，雄矫而臻浑成，其笔圆；弃疾之词，恣肆而为槎丫，其势横。词之弃疾学苏，犹诗之昌黎学杜也。周邦彦隐栝唐诗入词，弃疾则隐栝经子语、史语、文语入词，纵横跳荡，如勒新驹，如捕长蛇，不可捉摸。 （《中国文学史》）②弃疾以议论为词；而过此作直以传记之笔，而为设想之词，与三贤游，固可睨视稼轩；然视香山和靖之清风高致，则东坡所谓“淡妆浓抹”，尚且掉头不顾；稼轩富贵，更焉能相浼哉！磊落英多，盘空硬语，直欲推倒一时豪杰，开拓万古心胸矣。  （《中国文学史》）
白寿彝：辛弃疾一生以恢复为志，以功业自许，可是命运多舛，备受排挤，壮志难酬。然而，他恢复中原的爱国信念始终没有动摇，而把满腔激情和对国家兴亡、民族命运的关切、忧虑，全部寄寓于词作之中。 （《中国通史》）
邓广铭：胸怀中燃烧着炎炎的烈火轰雷，表面上却必须装扮成一个淡泊冷静、不关心时事和世局的人。 （《辛弃疾传》）","文学
词
辛词现存六百多首，是两宋存词最多的作家。其词多以国家、民族的现实问题为题材，抒发慷慨激昂的爱国之情。如《水龙吟》（渡江天马南来）、《水调歌头》（千里渥洼种）、《满江红》（鹏翼垂空）等，表现了恢复祖国统一的豪情壮志；《贺新郎》（细把君诗说）、《菩萨蛮》（郁孤台下清江水）、《破阵子》（醉里挑灯看剑）等，表现对北方地区的怀念和对抗金斗争的赞扬。《水龙吟》（楚天千里清秋）、《摸鱼儿》（更能消几番风雨）、《贺新郎》（老大那堪说）、《鹧鸪天》（壮岁旌旗拥万夫）、《永遇乐》（千古江山）等，表现对南宋朝廷屈辱苟安的不满和壮志难酬的忧愤。这些作品大都基调昂扬，热情奔放。

辛词以其内容上的爱国思想，艺术上有创新精神，在文学史上产生了巨大影响。与辛弃疾以词唱和的陈亮、刘过等，或稍后的刘克庄、刘辰翁等，都与他的创作倾向相近，形成了南宋中叶以后声势浩大的爱国词派。后世每当国家、民族危急之时，不少作家从辛词中汲取精神上的鼓舞力量。   
辛弃疾作为南宋朝臣而写的《议练民兵守淮疏》，表达了其强烈的爱国主义感情，对战争形势的精辟入里的深刻分析和鲜明而又具体的对策。辛弃疾就是用了两种截然不同的文体，从不同方面来表达了他慷慨激昂的爱国感情，反映出忧国忧民“道男儿到死心如铁，看试手，补天裂”的壮志豪情和以身报国的高尚理想。
平生以气节自负，以功业自许，一生力主抗战，所上《美芹十论》与《九议》，条陈战守之策，显示其卓越军事才能与爱国热忱，又与南宋志士陈亮及理学家朱熹保持深厚友谊，与之砥砺气节，切磋学问。抗金复国是其作品之主旋律，其中不乏英雄失路的悲叹与壮士闲置的愤懑，具有鲜明的时代特色。还以生动细腻的笔触描绘江南农村四时的田园风光、世情民俗。其词题材广阔，又善化用前人典故入词。风格沉雄豪迈又不乏细腻柔媚之处。在苏轼的基础上，大大开拓了词的思想意境，提高了词的文学地位。后人遂以“苏辛”并称。
辛弃疾有许多与陆游相似之处：他始终把洗雪国耻、收复失地作为自己的毕生事业，并在自己的文学创作中写出了时代的期望和失望、民族的热情与愤慨。在文学创作方面，他不像陆游喜欢写作诗歌尤其是格式严整的七律，而是把全部精力投入词这一更宜于表达激荡多变的情绪的体裁。
辛弃疾在词史上的一个重大贡献，就在于内容的扩大，题材的拓宽。他现存的六百多首词作，写政治，写哲理，写朋友之情、恋人之情，写田园风光、民俗人情，写日常生活、读书感受，可以说，凡当时能写入其他任何文学样式的东西，他都写入词中，范围比苏词还要广泛得多。而随着内容、题材的变化和感情基调的变化，辛词的艺术风格也有各种变化。虽说他的词主要以雄伟奔放、富有力度为长，但写起传统的婉媚风格的词，却也十分得心应手。如著名的《摸鱼儿·淳熙亥己》，上阕写惜春，下阕写宫怨，借一个女子的口吻，把一种落寞怅惘的心情一层层地写得十分曲折委婉、回肠荡气，用笔极为细腻。他的许多描述乡村风光和农人生活的作品，又是那样朴素清丽、生机盎然。辛弃疾总是以炽热的感情与崇高的理想来拥抱人生，表现出英雄的豪情与英雄的悲愤。因此，主观情感的浓烈、主观理念的执着，构成了辛词的一大特色。 [17]  
强烈的爱国主义思想和战斗精神是辛词的基本思想内容，这首先表现在他的词中，他不断重复对北方的怀念。另外，在《贺新郎》《摸鱼儿》等词中，他用“剩水残山”、“斜阳正在，烟柳断肠处”等词句讽刺苟延残喘的南宋小朝廷，表达他对偏安一角不思北上的不满。胸怀壮志无处可用，表现在词里就是难以掩饰的不平之情。他擅长的怀古之作中《水龙吟》，面对如画江山和英雄人物，在豪情壮志被激发的同时，他也大发英雄无用武之地的感慨。理想与现实的激烈冲突，为他的词构成悲壮的基调。辛词在苏轼词的基础上进一步扩大了题材范围，他几乎达到了无事、无意不可入词的地步。
其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对南宋上层统治集团的屈辱投降进行揭露和批判：也有不少吟咏祖国河山的作品。艺术风格多样，而以豪放为主。热情洋溢，慷慨悲壮，笔力雄厚，与苏轼并称为“苏辛”。《破阵子·为陈同甫赋壮词以寄之》《永遇乐·京口北固亭怀古》《水龙吟·登建康赏心亭》《菩萨蛮·书江西造口壁》等均有名。但部分作品也流露出抱负不能实现而产生的消极情绪。 [17]  
在辛弃疾的词中，如“将军百战身名裂。向河梁、回头万里，故人长绝。易水萧萧西风冷，满座衣冠似雪。正壮士、悲歌未彻”（《贺新郎》），“夜半狂歌悲风起，听铮铮、阵马檐间铁。南共北，正分裂”（《贺新郎》），乃至“恨之极，恨极销磨不得。苌弘事、人道后来，其血三年化为碧”（《兰陵王》），都是激愤不能自已的悲怨心声，如“天风海雨”，以极强烈的力度震撼着读者的心灵。辛弃疾也信奉老庄，在词中作旷达语，但他并不能把冲动的感情由此化为平静，而是从低沉甚至绝望的方向上宣泄内心的悲愤，如“元龙老矣，不妨高卧，冰壶凉簟。千古兴亡，百年悲笑，一时登览”（《水龙吟》），“甚矣吾衰矣。怅平生、交游零落，只今余几。白发空垂三千丈，一笑人间万事”（《贺新郎》），“身世酒杯中，万事皆空。古来三五个英雄，雨打风吹何处是，汉殿秦宫”（《浪淘沙》），这些表面看来似旷达又似颓废的句子，却更使人感受到他心中极高期望破灭成为绝望时无法销磨的痛苦。 [18]  
而他的英雄的豪壮与绝望交织纽结，大起大落，反差强烈，更形成瀑布般的冲击力量。如《破阵子·为陈同甫赋壮词以寄之》，从开头起，一路写想象中练兵、杀敌的场景与气氛，痛快淋漓，雄壮无比。但在“了却君王天下事，赢得生前身后名”之后，突然接上末句“可怜白发生”，点出那一切都是徒然的梦想，事实是白发无情，壮志成空，犹如一瓢冰水泼在猛火上，令人不由得惊栗震动。 [19]  

在意象的使用上，辛弃疾也自有特点。他一般很少采用传统词作中常见的兰柳花草及红粉佳人为点缀：与所要表达的悲凉雄壮的情感基调相吻合，在他的笔下所描绘的自然景物，多有一种奔腾耸峙、不可一世的气派。如“峡束苍江对起，过危楼、欲飞还敛”（《水龙吟》），“谁信天峰飞堕地，傍湖千丈开青壁”（《满江红》）：他所采摭的历史人物，也多属于奇伟英豪、宕放不羁，或慷慨悲凉的类型，如“射虎山横一骑，裂石响惊弦”的李广（《八声甘州》），“金戈铁马，气吞万里如虎”的刘裕（《永遇乐》），“年少万兜鍪，坐断东南战未休”的孙权（《南乡子》）等等。这种自然和历史素材的选用，都与词中的感情力量成为恰好的配合，令人为之感奋。 [19]  
辛弃疾以文为词，到了辛弃疾手中，词的语言更加自由解放，变化无端，不复有规矩存在。在辛词中，有非常通俗稚拙的民间语言，如“些底事，误人那。不成真个不思家”（《鹧鸪天》），“近来愁似天来大，谁解相怜？谁解相怜，又把愁来做个天”（《丑奴儿》），也有夹杂许多虚词语助的文言句式，如“不知云者为雨，雨者云乎”（《汉宫春》），“不恨古人吾不见，恨古人不见吾狂耳”（《贺新郎》）：有语气活跃的对话、自问自答乃至呼喝，如“天下英雄谁敌手？曹刘”（《南乡子》），“杯，汝来前！”（《沁园春》）也有相当严整的对句，如“八百里分麾下炙，五十弦翻塞外声”（《破阵子》）……。概括起来说，辛词在语言技巧方面的一大特色，是形式松散，语义流动连贯，句子往往写得比较长。文人词较多使用的以密集的意象拼合成句、跳跃地连接句子构成整体意境的方式，在辛词中完全被打破了。但并不是说，辛弃疾的所谓“以文为词”不再有音乐性的节奏。在大量使用散文句式、注意保持生动的语气的同时，他仍然能够用各种手段造成变化的节奏。如《水龙吟》中“落日楼头，断鸿声里，江南游子。把吴钩看了，栏杆拍遍，无人会，登临意”，意义联贯而下，在词中是很长的句子，但却是顿挫鲜明，铿锵有力，决不是把一段文章套在词的形式中而已。 [19]  
此外，其描写农村景物和反映农家生活的作品，如《清平乐》（茅檐低小）、《西江月》（明月别枝惊鹊）、《玉楼春（三三两两谁家女）》等，都富有生活气息，给人以清新之感。其抒情小词，如〈丑奴儿〉（少年不识愁滋味）、〈青玉案〉（东风夜放花千树）等，写得含蓄蕴藉，言短意长。辛词继承了苏轼豪放词风和南宋初期爱国词人的战斗传统，进一步开拓了词的境界，扩大了词的题材，几乎达到无事无意不可入词的地步，又创造性地融汇了诗歌、散文、辞赋等各种文学形式的优点，丰富了词的表现手法，形成了辛词的独特风格。 
辛词以豪放为主，但又不拘一格，沈郁、明快、激励、妩媚，兼而有之。他善于运用比兴手法和奇特想象，对自然界的山、水、风、月、草、木都赋予情感和性格，并有所寄托。他还善于吸收民间口语入词，尤其善于用典、用事和引用前人诗句、文句，往往稍加改造而别出新意。但也有些作品因用典、议论过多而显得晦涩、呆滞。《四库全书总目提要》说：“其词慷慨纵横，有不可一世之概，于倚声家为变调，而异军突起，能于剪红刻翠之外，屹然别立一宗。”吴衡照《莲子居词话》说：辛稼轩别开天地，横绝古今，论、孟、诗小序、左氏春秋、南华、离骚、史、汉、世说、选学、李、杜诗，拉杂运用，弥见其笔力之峭。” [18]  
文
除去词方面的成就之外，辛弃疾的文也颇为值得称道。他的政论文与词一样，笔势磅礴，充满豪情。他能用形象的比喻、有力的证据、严密的论证和鞭辟入里的分析，使他的文章具有不容置疑的说服力。因此，后人视他为南宋时期政论文的大手笔，只是为词名所掩，不为人熟知。 




书法
 
辛弃疾手迹《去国帖》 [20] 
辛弃疾有《去国帖》，今藏故宫博物院。纸本，行书十行，为酬应类信札。末署“宣教郎新除秘阁修撰权江南西路提点刑狱公事辛弃疾札子”。中锋用笔，点画规矩，书写流畅自如，于圆润爽丽中不失挺拔方正之气象。
《去国帖》曾经过元人赵孟頫，明人黄琳、项元沛及清人永瑆等鉴藏，《书画鉴影》著录。 [1] ",,,,,
